G3059
G11728
G19555
G1434
G10601
G3442
G10551
G22465
G9700
G4160
G13069
G16439
G1445
G7957
G16543
G17825
G13343
G14103
G11055
G1814
G8007
G12007
G19175
G13013
G9259
G19759
G788
G8444
G4283
G23975
G5754
G23568
G503
G12495
G18394
G15202
G23047
G8957
G18508
G23270
G23092
G6409
G5347
G8702
G20786
G22167
G1624
G5533
G18598
G6784
G24306
G22832
G23457
G19481
G4692
G15971
G23086
G20699
G12595
G21332
G4821
G23580
G1386
G22082
G18340
G18028
G15438
G8711
G10805
G19052
G4062
G13003
G12090
G12766
G22791
G10035
G4631
G9922
G19774
G6869
G19996
G8006
G18677
G3511
G23827
G19482
G22918
G13560
G14686
G19954
G6752
G15154
G21521
G16162
G21178
G21008
G21124
G10555
G22194
G4883
G3187
G11163
G22455
G9880
G5138
G339
G11377
G20780
G22336
G6921
G3334
G17458
G9332
G21333
G20723
G1
G13527
G5413
G13493
G17749
G17953
G9960
G8474
G22704
G23181
G12865
G19059
G6949
G17421
G8662
G23739
G10976
G18459
G16904
G4770
G16695
G10928
G17152
G6865
G15680
G10602
G8861
G23787
G17779
G9667
G10472
G4080
G22186
G3071
G17824
G18942
G22461
G3566
G7928
G11249
G11680
G19703
G2671
G10933
G3730
G10050
G18278
G4988
G8105
G21101
G20969
G16645
G14745
G5772
G16764
G18170
G22912
G4381
G6300
G5724
G14863
G9990
G22846
G5231
G22453
G7760
G16235
G6378
G7923
G18320
G24252
G3408
G265
G21503
G2522
G8681
G5000
G18035
G18607
G4234
G17921
G2953
G2826
G19793
G15736
G11341
G9193
G7178
G4919
G6793
G2674
G2043
G1003
G14679
G2407
G3922
G4961
G9224
G16168
G19292
G21762
G21632
G14782
G4153
G18317
G13569
G2667
G5388
G7393
G10389
G19230
G20763
G5933
G13366
G272
G21182
G10678
G17360
G18015
G5941
G7453
G7043
G15701
G7045
G17191
G5859
G6297
G14228
G9125
G10052
G18379
G13971
G8712
G21963
G13076
G6828
G3815
G18938
G9400
G4933
G21701
G10222
G16959
G21778
G8964
G14088
G4119
G9649
G12509
G13598
G978
G14096
G21618
G672
G21840
G16031
G16179
G24290
G8132
G20090
G3281
G12883
G23220
G21951
G13733
G5203
G1865
G2767
G10681
G12196
G18837
G17395
G16396
G19502
G9276
G12673
G9172
G5948
G13844
G10786
G5592
G6976
G8545
G11124
G9712
G11209
G8364
G14773
G17831
G3505
G16933
G2228
G5770
G14778
G16818
G8533
G13233
G5025
G21601
G17882
G14382
G21410
G22698
G2791
G11240
G17216
G193
G9608
G2839
G17820
G4814
G23798
G7859
G11182
G18734
G10675
G6217
G4725
G13349
G11286
G765
G23276
G16791
G11653
G10955
G18139
G12771
G12102
G6979
G11188
G3608
G3118
G12270
G7577
G12489
G20534
G15777
G6262
G6639
G23118
G9593
G18591
G17446
G5557
G9195
G6294
G5915
G11471
G23911
G14842
G7980
G16064
G4540
G10918
G15703
G3321
G14994
G11092
G18217
G2112
G23172
G940
G12923
G23941
G18802
G22349
G19189
G7239
G7720
G13686
G16149
G7727
G100
G10205
G7169
G7051
G1119
G860
G13094
G1394
G8738
G22686
G7547
G21255
G392
G2898
G21017
G679
G7180
G17013
G4397
G14421
G7671
G21817
G13209
G7611
G20227
G21708
G20481
G3642
G6247
G14425
G5522
G1362
G14809
G20923
G17342
G20425
G5336
G21387
G16438
G24005
G11848
G22509
G22223
G19039
G17737
G2276
G21587
G6022
G9780
G18452
G13224
G15959
G18986
G2851
G18816
G22584
G697
G15731
G3756
G995
G843
G15263
G9094
G10789
G19941
G606
G13132
G16690
G19845
G19939
G1622
G2685
G1842
G11137
G6439
G609
G4576
G1926
G18356
G13644
G9257
G1181
G3810
G19362
G23791
G18309
G22275
G18506
G6982
G6805
G21781
G10402
G23553
G23234
G8278
G23789
G16942
G1992
G5212
G15077
G5788
G9359
G9221
G20017
G8526
G22032
G12752
G6774
G6744
G22439
G2491
G15665
G18913
G18956
G3661
G10633
G5857
G11342
G13009
G22898
G16134
G17844
G5250
G7521
G3144
G8546
G15137
G3054
G22709
G8046
G12825
G2734
G1869
G378
G3374
G20733
G9530
G8352
G3734
G12604
G13791
G19081
G22012
G4550
G5558
G84
G7214
G13638
G1366
G9982
G23670
G1462
G22516
G21205
G15363
G9820
G7931
G5641
G4927
G12863
G3017
G20471
G24274
G19883
G9744
G3493
G21419
G10354
G2610
G23011
G8000
G13336
G9936
G3813
G867
G17460
G97
G2585
G19648
G6122
G6837
G6288
G23076
G18543
G15571
G7733
G10815
G21571
G12052
G443
G10434
G5066
G16100
G22661
G17583
G20941
G12412
G10861
G23397
G17098
G12699
G659
G7538
G1515
G5289
G19535
G17976
G15499
G13139
G20417
G13242
G9367
G19911
G13096
G17942
G5753
G12095
G18370
G12375
G1131
G21733
G6540
G8813
G5017
G3707
G21511
G13098
G19312
G23192
G9095
G18876
G11251
G1043
G24149
G324
G9137
G21895
G11179
G6515
G116
G334
G8686
G1772
G15367
G1454
G21223
G1487
G1192
G9754
G6545
G5686
G18953
G5815
G13902
G9356
G14659
G3802
G2935
G9443
G5716
G14540
G1908
G20118
G16204
G10512
G9076
G17988
G15352
G12240
G23046
G17983
G17890
G2067
G16107
G16304
G18864
G23068
G24294
G11262
G8303
G1284
G20325
G2605
G15383
G11644
G21650
G5774
G5889
G4196
G2661
G7390
G6381
G15277
G6048
G19341
G6273
G21322
G12988
G10028
G3872
G9812
G20702
G22905
G16014
G5085
G5091
G9666
G15229
G173
G8063
G19417
G22045
G13730
G16673
G13284
G7400
G6434
G12795
G15998
G5115
G13111
G16415
G2892
G10821
G6089
G18091
G19596
G11259
G9663
G5188
G9416
G2081
G14244
G12077
G2194
G13436
G7729
G19124
G10098
G7702
G5843
G1936
G19255
G13298
G17735
G22013
G23364
G7184
G1949
G22334
G16670
G7256
G4285
G19291
G21689
G5747
G5107
G10545
G15116
G16876
G20769
G12348
G10689
G18648
G10033
G17889
G19153
G2470
G18044
G13486
G20540
G16756
G1979
G6932
G19664
G15751
G9991
G11411
G11068
G20857
G11606
G18378
G4158
G8416
G4707
G18526
G1649
G21393
G32
G14022
G23436
G810
G1006
G15161
G2054
G8723
G10104
G2991
G108
G7336
G9647
G17952
G1263
G6065
G1235
G2023
G11522
G3195
G742
G23842
G4155
G7301
G16652
G21344
G10881
G11177
G7882
G4281
G17621
G2747
G5339
G6136
G23428
G10024
G9559
G7344
G6656
G19798
G2497
G19042
G19118
G21830
G9487
G22670
G24017
G9036
G1997
G21444
G5287
G5974
G45
G23715
G10591
G192
G4121
G7810
G18681
G19931
G6889
G23180
G3690
G19908
G10375
G21834
G11466
G14910
G19949
G7523
G20777
G7541
G9751
G21126
G13156
G11223
G17309
G167
G18392
G7977
G20678
G7276
G2962
G22657
G23016
G9714
G9918
G6814
G21694
G17875
G1453
G2778
G21291
G4572
G5215
G14050
G11896
G2211
G8386
G8701
G18748
G15527
G13811
G22942
G7526
G14843
G22919
G2015
G14134
G11245
G14892
G4216
G16416
G20044
G23516
G4369
G6080
G15286
G15581
G22031
G18464
G18017
G14374
G23940
G12704
G23125
G15298
G13032
G8078
G15307
G20078
G23152
G692
G9847
G16104
G2478
G12499
G9108
G9357
G6231
G20255
G9079
G21216
G16369
G13821
G18454
G13759
G7396
G12069
G21389
G6104
G2119
G17158
G3272
G3075
G23774
G5348
G3526
G12708
G20194
G21467
G14827
G21559
G13393
G3622
G12796
G8207
G18180
G14538
G19310
G8421
G4236
G5682
G13188
G19564
G14837
G7694
G2135
G1145
G242
G17639
G18797
G13435
G7489
G17650
G23486
G8737
G10584
G16703
G6722
G4453
G12939
G1107
G12746
G2819
G3659
G5428
G9267
G13370
G9895
G1535
G7721
G7298
G1479
G7905
G2700
G19006
G17044
G6827
G23613
G4014
G15871
G11105
G6250
G15420
G6124
G22389
G2365
G24172
G2913
G5711
G2024
G12993
G18835
G11107
G18839
G2739
G5119
G18676
G9178
G18695
G16274
G6402
G22894
G8359
G19562
G22363
G14365
G14371
G6165
G18702
G18381
G2307
G8159
G15573
G1816
G19490
G23177
G11885
G2002
G3455
G15165
G19476
G20431
G14950
G19020
G887
G13081
G10724
G12213
G3937
G18965
G303
G4996
G5780
G12858
G17287
G47
G9199
G3189
G4065
G17675
G2160
G13948
G15783
G7870
G19722
G15162
G576
G21273
G19094
G3936
G6653
G13057
G10803
G19850
G15223
G6792
G3651
G16532
G19808
G16218
G6514
G20792
G11740
G23438
G2955
G409
G20944
G6637
G4657
G2448
G17566
G13002
G8083
G6727
G18810
G289
G9430
G10799
G21633
G8974
G10556
G13936
G19455
G11544
G17101
G14708
G18730
G23380
G3224
G7120
G22837
G23948
G5355
G6723
G9327
G22209
G20203
G9845
G11215
G15654
G7123
G6333
G16844
G23520
G10429
G2288
G14298
G18625
G14126
G21225
G16320
G1820
G3325
G11201
G13867
G11982
G3110
G14280
G17730
G12840
G22239
G11060
G3404
G15692
G9518
G8136
G2373
G23289
G15557
G4721
G17280
G14306
G15190
G17160
G23999
G7331
G4313
G4753
G7353
G14953
G21230
G13492
G18368
G17436
G19471
G16835
G14840
G21602
G23041
G12513
G10234
G11584
G7341
G3430
G6459
G15335
G3978
G17163
G9206
G11666
G4479
G2262
G14107
G320
G18353
G1449
G2187
G13795
G13342
G21578
G11991
G1466
G8466
G23202
G19912
G15347
G20833
G6586
G21421
G10631
G5146
G22653
G23290
G16261
G16502
G15101
G17193
G17042
G23399
G7283
G8879
G8245
G8748
G8465
G21803
G2319
G20324
G13067
G6103
G17254
G3119
G5959
G10885
G16800
G6525
G15467
G15365
G6838
G4532
G12950
G21520
G23052
G15245
G1560
G6769
G885
G21033
G23108
G762
G8610
G21447
G12605
G11194
G23523
G604
G22219
G789
G3917
G13407
G4776
G5551
G16768
G20126
G22749
G471
G7569
G13749
G23494
G19111
G16082
G17113
G14372
G7150
G16720
G14147
G20567
G8302
G14569
G1294
G22221
G18867
G10417
G13593
G15569
G14241
G2758
G12626
G14518
G10547
G24158
G5614
G15870
G9748
G7168
G9284
G10622
G17072
G16047
G17335
G905
G10358
G15585
G16488
G13376
G5373
G6345
G24132
G24096
G3844
G2393
G20407
G2500
G12479
G15351
G5885
G10365
G11327
G18547
G12388
G4272
G6915
G17588
G15789
G23384
G10760
G8344
G23382
G21280
G6195
G14099
G9645
G1619
G2310
G81
G20087
G9187
G15021
G23986
G12226
G8955
G16527
G21047
G6662
G13549
G6494
G509
G9222
G12727
G17192
G2969
G16981
G21399
G4111
G19277
G20420
G11195
G18925
G18196
G8472
G8674
G7911
G19973
G4912
G6971
G1253
G14948
G2198
G19559
G4387
G14454
G4201
G20574
G1559
G23066
G7420
G11698
G20911
G4508
G3958
G21185
G17924
G10800
G10886
G2695
G14424
G24225
G2166
G724
G17269
G10258
G12338
G14430
G10905
G20751
G22968
G15224
G4386
G16208
G4269
G18468
G3219
G4766
G5285
G2640
G4409
G10649
G10369
G12424
G18706
G7801
G2864
G3790
G21835
G13408
G23674
G16321
G19440
G8031
G4132
G9392
G12493
G16436
G9297
G4715
G5768
G20972
G10491
G8945
G5356
G6484
G16778
G11326
G23757
G40
G24256
G20049
G9652
G22270
G14140
G3666
G21020
G11258
G9599
G19706
G22034
G23782
G10758
G2433
G7837
G14549
G16926
G9562
G20729
G20687
G24247
G11415
G1720
G4738
G14992
G2342
G21477
G1369
G15129
G17620
G21246
G15520
G19935
G14406
G21705
G9956
G8092
G2128
G6132
G17817
G2808
G15965
G15050
G15300
G16657
G10112
G13842
G19533
G19000
G12653
G17248
G1442
G17168
G12987
G11392
G1993
G21839
G9164
G9842
G10738
G18012
G23658
G17766
G15704
G9262
G1200
G16090
G14677
G4654
G20892
G14166
G15037
G22528
G16189
G18771
G24041
G7391
G10300
G12381
G1629
G21217
G17721
G16902
G16956
G8764
G5375
G15833
G2182
G17334
G4649
G16294
G4942
G6398
G6239
G9901
G6697
G8097
G14810
G7348
G15953
G8597
G180
G10061
G7446
G13456
G14904
G24171
G23527
G17651
G5196
G10947
G1581
G856
G8009
G4991
G21039
G7213
G6511
G5814
G17208
G4459
G2140
G3850
G7920
G24315
G20278
G22944
G17727
G24230
G14057
G10769
G23480
G20868
G641
G3412
G1319
G23647
G3926
G2617
G7286
G15388
G3005
G22945
G10431
G4253
G5350
G10785
G8479
G20959
G16238
G6640
G8318
G3614
G8926
G16619
G6679
G4958
G13278
G22132
G11394
G9684
G16936
G17718
G24164
G11864
G8387
G5795
G11230
G13124
G10847
G13100
G1214
G8569
G12486
G22639
G2932
G14585
G2359
G11408
G23970
G16678
G21691
G3275
G5802
G18143
G10778
G12346
G21629
G19293
G15533
G13351
G6444
G23225
G4365
G13266
G21457
G7930
G15105
G7075
G17065
G19744
G18208
G21577
G17493
G1156
G18207
G18063
G14035
G19618
G18415
G10201
G22248
G15151
G9953
G4626
G204
G9650
G18516
G12848
G13698
G7529
G19057
G3759
G13762
G9342
G14828
G8653
G23641
G3954
G8732
G10569
G22982
G23111
G22175
G20656
G9506
G10894
G1618
G3351
G15370
G6603
G4950
G14012
G12051
G10008
G12014
G15983
G3552
G8047
G20859
G18071
G18323
G1638
G14581
G11037
G19434
G13244
G22091
G3138
G13416
G4867
G2909
G17688
G13173
G8616
G12845
G10133
G4466
G14927
G5223
G4487
G23930
G19040
G14251
G18792
G22002
G17382
G20526
G6102
G10661
G14357
G14545
G11502
G3242
G9752
G16308
G8288
G6445
G22748
G11253
G18865
G5663
G6241
G2580
G20133
G11505
G23781
G16284
G7789
G9498
G16464
G7364
G3824
G15357
G13706
G21153
G14941
G18502
G18738
G344
G13079
G11793
G14275
G8889
G3421
G5598
G22941
G3527
G3213
G4031
G11490
G16879
G19860
G6767
G4203
G18699
G11697
G21343
G19526
G4105
G12138
G7752
G16924
G837
G21084
G5680
G19049
G4405
G300
G23754
G15373
G10853
G14571
G15820
G4010
G9420
G16297
G19983
G13412
G9763
G7512
G16581
G21234
G19970
G5463
G11519
G23469
G9954
G10465
G21724
G4911
G460
G12581
G22014
G12826
G11593
G5810
G20487
G12886
G19591
G12969
G7311
G12257
G21348
G7689
G14876
G22282
G16345
G16706
G17278
G24133
G3725
G10257
G24090
G12184
G23921
G122
G3514
G23571
G14815
G10233
G21549
G7071
G20647
G19738
G11647
G4301
G13478
G10246
G6145
G13220
G11075
G9504
G1813
G11531
G9522
G23136
G9720
G12853
G4868
G13377
G23395
G5393
G20163
G20103
G85
G17972
G15339
G11067
G15158
G19556
G15720
G854
G15595
G1623
G16057
G273
G7486
G13061
G2799
G15461
G20036
G11803
G9211
G11759
G21833
G10290
G1971
G16069
G7967
G3172
G373
G5374
G19589
G16364
G4908
G13134
G532
G1530
G8478
G3588
G22724
G8673
G20244
G20289
G5408
G22696
G22582
G3562
G10606
G20999
G23966
G3895
G18573
G16219
G16087
G1773
G23731
G14746
G14185
G15987
G12201
G11707
G932
G8345
G11800
G2934
G61
G10855
G13504
G3260
G13847
G21075
G969
G13038
G14345
G13591
G16259
G12931
G19884
G16476
G1361
G17714
G23298
G3711
G15118
G8746
G1548
G21698
G1066
G11275
G15752
G3372
G7488
G12123
G17717
G3082
G5853
G1724
G20099
G19796
G12789
G20965
G18154
G23795
G18871
G9552
G2154
G2722
G15497
G16483
G20352
G17205
G1163
G2152
G15788
G9248
G3722
G22315
G10574
G12906
G13652
G18512
G20225
G6687
G24234
G13135
G24223
G20726
G17867
G23305
G7064
G19268
G9830
G11006
G4287
G21254
G17752
G20696
G19182
G6831
G9857
G18485
G14124
G14730
G6705
G5484
G6020
G7937
G17043
G3798
G19693
G16391
G11335
G3611
G11978
G12004
G7767
G11046
G12075
G18902
G971
G19551
G7324
G21390
G12283
G8549
G20904
G19387
G2122
G17128
G4737
G14390
G5989
G11108
G1276
G3088
G15615
G1769
G5546
G299
G13359
G19886
G17440
G22332
G23240
G20517
G9584
G21287
G9507
G9733
G18344
G3151
G1162
G2230
G20546
G4002
G20120
G8709
G23164
G8098
G19231
G19139
G8585
G6408
G17522
G12362
G23995
G796
G7090
G9906
G16651
G23707
G13282
G13344
G1589
G8832
